0,0,19,36,48,58,69,77,85,90,96,100,103,104,105,105,104
0,0,16,36,48,58,68,76,82,89,95,100,103,105,105,105,105
0,4,23,40,50,60,70,78,85,91,96,100,102,104,104,104,104
0,0,11,32,45,54,63,72,80,86,91,97,101,102,103,103,103
0,5,23,39,51,61,70,79,85,92,98,102,104,106,106,106,105
0,6,26,41,53,63,71,81,88,95,101,104,106,107,107,107,106
0,1,18,38,48,59,68,76,84,89,95,99,103,105,106,106,105
0,0,19,36,47,57,64,72,80,86,91,95,98,99,100,100,99
0,0,15,33,45,55,64,72,79,86,92,97,101,103,104,104,104
0,1,19,38,49,59,67,75,82,89,94,99,101,104,104,104,104
0,1,20,38,49,58,67,74,82,89,94,99,102,103,104,104,104
0,4,23,40,51,61,70,77,84,91,96,101,103,104,105,105,104
0,3,21,40,51,61,71,78,86,92,99,104,105,107,107,106,105
0,2,17,37,49,58,68,75,83,90,97,103,105,106,107,107,106
0,3,20,38,51,61,70,78,86,93,99,104,106,108,109,109,108
0,3,21,37,49,58,68,77,84,90,95,100,102,103,104,104,103
0,8,27,42,55,64,73,80,88,94,99,103,106,107,107,107,106
0,6,24,40,52,61,70,79,86,92,97,101,105,106,106,106,106
0,3,20,38,50,58,68,76,83,89,95,99,102,104,104,104,104
0,3,19,37,48,57,66,73,81,87,93,98,100,102,103,103,103
0,2,19,39,50,61,71,80,87,95,100,106,108,110,110,110,109
0,7,27,41,51,61,70,78,86,92,96,100,103,104,104,104,104
0,1,18,40,51,61,69,76,85,90,94,98,100,101,102,102,101
0,1,16,35,47,56,64,73,80,87,92,97,99,101,101,102,102
0,6,25,40,51,61,70,78,86,93,99,104,107,108,108,108,107
0,1,19,35,47,57,65,74,82,89,94,99,102,103,104,104,103
0,2,20,38,50,60,68,77,83,90,95,99,101,103,103,103,103
0,0,10,32,46,55,64,71,80,86,91,96,99,101,101,102,101
0,0,13,33,46,55,66,74,81,89,95,99,102,104,104,104,104
0,4,17,37,49,59,67,76,82,89,95,99,101,103,103,103,103
0,0,6,30,45,55,65,73,81,88,93,98,100,102,103,103,102
0,6,24,39,50,60,69,76,82,89,95,100,102,104,104,104,104
