0,0,5,15,30,40,47,54,60,66,71,77,81,85,89,93,98,68,48,52,55,60,64,68,70,73,77,80,83,84,87,89,91,97
0,0,6,17,31,41,48,55,61,67,71,77,82,85,89,93,97,70,49,53,58,62,65,69,72,75,78,80,83,86,87,90,92,97
0,0,7,20,32,41,48,55,61,67,72,78,82,86,89,92,96,70,48,53,57,61,64,68,72,74,77,80,82,85,87,89,91,95
0,0,1,12,26,38,46,52,59,65,70,77,81,85,89,93,97,67,45,49,54,58,62,66,69,72,76,79,82,84,86,89,91,97
0,1,9,22,34,43,50,57,63,69,75,79,83,89,92,96,99,72,51,54,60,63,67,69,73,77,81,82,85,87,90,93,95,99
0,1,12,26,36,45,51,57,63,69,74,79,83,87,91,96,99,70,51,55,60,63,67,70,73,77,80,82,85,87,89,91,93,99
0,0,8,20,30,42,49,55,62,68,73,79,83,87,91,95,98,71,49,54,59,61,65,69,72,75,79,81,84,87,89,91,93,97
0,0,4,19,31,40,48,54,61,66,71,76,80,84,88,91,94,66,45,50,55,59,62,67,70,73,76,79,81,84,85,88,90,94
0,0,7,18,31,40,47,54,60,66,71,76,81,85,89,93,97,68,47,52,56,60,63,67,70,73,77,79,83,85,87,90,91,97
0,0,5,17,30,41,48,54,61,67,71,77,82,87,91,94,98,67,48,52,57,61,65,67,70,73,77,80,82,85,88,91,92,97
0,0,10,22,34,42,49,55,61,67,73,77,82,87,90,93,97,71,49,53,57,62,65,68,71,74,78,80,84,86,88,90,92,98
0,1,8,21,34,43,50,55,61,67,73,76,82,86,90,93,97,73,50,54,59,63,66,69,72,76,78,81,82,85,86,90,92,97
0,0,9,21,32,42,50,56,62,67,73,79,83,89,92,96,100,70,49,54,57,61,64,69,72,75,78,82,85,87,90,92,94,99
0,0,6,19,34,43,49,56,63,69,75,80,84,89,92,96,100,70,49,53,57,62,66,69,72,76,80,83,86,88,91,92,95,99
0,2,8,22,34,43,51,56,63,68,74,79,84,89,94,98,102,74,51,54,60,63,67,70,73,76,79,82,84,88,91,93,97,102
0,0,8,22,35,43,49,56,62,68,73,79,84,88,92,96,100,68,49,53,57,63,65,69,72,75,79,82,84,87,90,92,95,99
0,6,16,26,36,45,50,56,62,68,74,79,83,88,92,95,99,70,53,57,60,64,67,70,72,76,79,82,84,87,89,92,94,98
0,4,14,27,37,45,52,58,65,70,75,81,86,89,94,98,102,71,53,57,61,64,67,71,74,77,81,84,87,89,91,93,97,102
0,1,10,24,35,43,52,58,64,70,76,80,86,90,94,96,100,70,50,54,59,63,67,71,74,78,80,83,86,89,91,93,95,99
0,0,10,22,32,41,48,55,61,67,72,76,80,85,89,93,96,70,49,54,58,61,65,68,72,74,77,80,82,84,87,90,92,96
0,0,8,21,34,45,52,58,64,70,76,81,85,90,95,99,102,71,50,54,59,63,68,72,74,77,81,83,86,89,91,95,96,102
0,3,14,28,38,46,52,57,63,69,74,78,83,87,90,94,98,71,51,55,60,64,67,71,74,76,79,82,83,86,88,90,93,97
0,0,7,19,32,40,47,55,60,67,72,76,81,85,89,93,95,69,49,53,57,60,64,66,71,74,78,80,82,84,86,89,91,96
0,0,7,20,33,41,47,54,60,66,70,76,81,85,89,92,96,70,48,53,58,61,64,67,70,73,77,79,82,84,86,88,91,95
0,0,10,24,34,42,49,54,61,66,72,78,82,87,91,95,99,70,49,53,58,61,65,68,71,75,77,80,83,86,89,91,94,99
0,0,10,26,37,44,50,56,62,69,74,79,85,89,93,98,100,67,49,53,58,63,65,70,72,75,79,82,85,88,91,94,96,100
0,0,9,23,34,43,50,56,63,69,74,79,84,88,91,95,98,70,50,54,59,63,66,69,72,76,79,82,85,87,89,91,93,97
0,0,2,14,27,38,46,53,60,66,72,77,82,86,91,94,97,67,47,50,55,59,62,66,69,73,77,80,82,85,87,91,93,96
0,0,3,15,28,38,46,52,58,63,69,75,80,84,88,91,95,68,46,51,55,59,62,66,69,71,75,78,81,83,85,87,90,95
0,0,7,17,30,41,48,55,61,67,72,77,82,86,89,93,96,69,49,54,58,61,65,68,72,75,78,81,83,85,87,89,91,96
0,0,0,4,15,32,41,49,55,62,67,72,77,82,86,90,93,65,41,46,51,55,59,63,65,69,73,76,78,80,83,85,88,92
0,4,16,30,37,44,51,56,62,67,72,77,82,86,89,93,96,72,52,56,60,63,67,70,72,76,79,81,83,85,87,90,92,96
