1,3,6,9,12,16,21,24,28,32,36,38,41,44,46,48,51,17,17,20,22,25,28,30,32,34,37,38,40,42,43,44,46,51
2,3,6,9,13,16,21,25,29,33,36,39,41,44,47,49,51,17,17,20,23,25,28,30,33,35,37,38,40,42,43,45,46,51
3,4,7,10,14,18,22,26,30,34,37,40,43,44,47,49,51,18,18,20,24,27,29,31,34,35,38,39,41,42,43,45,46,51
0,0,3,5,9,13,17,21,27,30,34,38,40,43,45,47,51,13,12,15,19,22,25,28,30,32,34,37,39,41,42,43,45,50
6,7,9,13,17,21,25,29,33,36,39,42,44,47,50,52,54,22,21,23,27,29,32,34,36,38,40,41,43,44,45,47,48,54
6,7,10,14,19,23,26,30,33,37,39,41,44,46,48,51,54,23,22,25,27,30,32,35,36,38,40,41,42,44,45,46,48,53
4,4,8,10,13,18,22,26,31,35,38,41,43,45,48,50,52,20,18,21,24,26,29,32,34,36,38,40,41,43,44,46,47,52
1,2,4,9,13,17,22,26,30,32,36,38,41,43,45,48,49,16,16,18,21,25,27,30,33,34,36,38,39,41,42,43,44,49
2,3,7,10,13,17,22,26,29,33,36,39,41,44,46,48,51,18,17,21,24,25,28,30,32,34,37,38,40,41,43,44,45,50
2,3,7,9,13,18,22,26,29,33,36,40,42,45,47,50,52,17,17,19,22,25,29,31,33,35,37,38,40,42,44,45,47,52
5,6,9,12,16,20,24,28,32,35,38,41,43,46,47,50,52,22,20,22,25,28,30,32,34,37,39,40,42,43,44,45,47,52
7,8,10,14,17,22,25,28,32,35,38,40,43,46,48,51,52,23,22,24,27,29,31,34,35,37,39,41,41,43,44,46,48,53
5,6,9,12,16,20,25,28,32,35,39,42,44,47,48,51,53,21,20,22,25,27,30,33,34,36,39,41,42,44,45,47,48,54
4,5,7,11,16,20,24,29,32,36,39,42,44,46,48,51,53,19,19,20,24,27,30,32,35,37,39,41,42,44,45,47,48,53
5,7,9,12,16,21,25,28,32,35,38,41,44,47,49,52,54,20,21,22,26,29,31,34,35,37,39,41,42,44,46,47,49,54
5,5,9,12,18,22,26,29,32,36,38,41,44,46,49,52,54,20,19,22,25,29,31,33,36,37,39,40,42,43,44,47,49,54
9,12,15,17,22,24,28,30,34,38,40,43,46,47,50,52,54,25,25,27,29,32,34,36,37,39,41,42,44,45,46,47,50,54
7,10,12,16,21,24,28,31,35,38,41,44,46,48,51,54,56,23,23,26,29,31,34,35,37,40,41,43,44,45,46,49,51,56
5,6,9,14,18,22,27,31,34,37,40,43,46,47,50,51,54,21,21,22,27,29,31,34,36,38,40,42,43,45,46,47,49,53
5,6,9,12,15,20,23,28,31,35,38,40,42,45,47,50,52,21,20,22,25,27,30,32,34,36,38,40,41,42,43,45,47,52
5,6,10,14,17,24,27,31,34,37,40,43,46,48,50,53,55,20,20,23,26,29,33,35,37,39,41,43,44,45,47,49,50,55
8,9,13,17,22,26,28,31,35,38,40,42,44,46,48,50,52,24,23,26,29,31,34,36,37,39,40,41,42,44,45,47,47,52
4,5,8,11,15,18,23,26,30,34,37,40,42,44,47,49,52,20,19,21,24,27,29,31,34,35,38,39,41,42,43,45,47,52
2,4,7,10,15,18,21,26,30,33,36,38,41,43,46,48,51,18,18,20,24,26,29,30,33,35,37,38,39,41,42,44,46,51
7,8,12,15,19,22,26,29,32,35,38,41,43,46,48,51,53,24,23,24,27,29,31,33,35,37,39,40,42,44,45,47,47,53
7,7,11,15,20,24,27,30,33,36,39,42,45,47,49,52,54,22,22,24,28,30,32,34,36,37,39,41,42,44,46,47,48,53
5,6,9,13,17,22,25,29,32,36,39,42,45,47,48,51,54,20,20,22,26,29,31,34,35,38,40,41,43,44,45,47,48,53
0,1,3,6,9,13,17,22,28,31,35,38,41,43,47,49,51,14,14,16,19,22,25,28,30,33,36,37,39,41,42,45,46,51
1,2,4,8,12,15,21,24,28,32,35,38,41,43,45,48,50,17,17,18,21,24,27,29,31,33,35,37,38,41,42,43,45,50
4,5,7,10,13,17,22,26,30,34,38,40,42,44,47,49,51,19,18,20,24,25,29,31,34,35,38,40,41,42,43,45,47,52
0,0,0,0,3,7,10,14,19,25,29,33,36,39,42,44,47,7,7,10,12,15,18,22,25,27,30,33,34,36,38,40,41,47
9,10,14,18,21,25,28,31,34,37,39,41,44,46,48,50,52,25,24,27,29,31,33,35,36,38,40,41,42,44,45,46,47,52
