11,20,35,45,53,61,68,74,82
10,15,30,42,52,60,67,73,79
12,19,33,45,53,61,68,74,81
6,13,30,42,51,58,66,72,78
16,21,36,45,55,63,72,78,84
16,22,37,46,56,65,72,79,86
12,21,35,45,55,62,70,75,82
10,19,32,43,51,58,66,73,79
11,18,32,42,51,59,68,75,82
11,17,32,44,54,62,69,76,82
16,23,33,42,51,59,67,73,79
17,24,38,47,56,63,69,76,82
15,22,35,45,54,62,70,76,83
13,20,34,45,54,64,70,77,83
14,22,36,44,53,62,69,76,83
14,24,37,46,54,63,70,77,84
20,26,41,49,57,65,72,78,85
18,23,36,45,55,62,69,76,82
15,22,35,45,54,62,69,76,83
15,22,36,45,54,61,69,75,81
15,23,37,46,55,65,71,78,85
19,25,36,45,54,62,69,75,81
14,22,33,43,51,60,67,73,80
11,19,32,42,51,59,68,74,80
18,25,36,47,55,64,71,78,84
17,24,36,45,55,61,68,75,81
14,21,34,44,53,61,68,75,82
8,13,28,40,49,56,64,71,77
10,20,32,42,51,60,67,73,79
12,19,35,44,53,61,68,75,81
2,11,28,40,48,57,64,71,77
20,26,36,44,52,60,67,73,80
