0,0,21,44,58,72,82,87,90
0,0,15,42,59,71,83,87,91
0,0,20,45,59,72,83,89,91
0,0,13,40,55,68,80,86,88
0,0,24,47,62,75,86,91,94
0,0,26,47,63,77,87,93,95
0,0,24,46,61,74,84,89,92
0,0,20,42,56,69,81,86,89
0,0,20,43,58,71,83,89,92
0,0,19,43,59,72,82,88,90
0,0,20,43,58,72,83,88,91
0,0,29,49,63,75,85,91,93
0,0,22,45,60,72,84,89,92
0,0,22,46,60,74,85,90,92
0,0,24,46,60,74,84,89,93
0,0,27,46,60,74,85,90,93
0,2,31,50,63,76,86,91,94
0,0,24,46,62,74,84,90,93
0,0,25,46,61,74,85,91,93
0,0,26,46,60,73,85,90,93
0,0,24,46,62,75,85,91,93
0,2,29,48,62,75,86,91,93
0,0,19,42,56,70,81,86,89
0,0,18,43,58,72,84,89,91
0,0,26,47,62,75,86,91,93
0,0,27,46,60,72,83,89,91
0,0,20,45,59,72,84,90,93
0,0,13,39,55,68,79,86,89
0,0,19,43,57,72,82,88,90
0,0,21,45,60,73,84,89,92
0,0,10,37,53,68,78,84,87
0,2,27,46,60,73,84,89,92
