0,0,0,0,11,31,42,50,58,65,72,79,86,93,100,107,111
0,0,0,0,10,25,42,50,57,64,70,78,86,94,100,106,111
0,0,0,0,14,31,43,51,58,65,71,78,86,94,101,107,111
0,0,0,0,7,24,38,46,53,60,67,74,82,90,98,105,109
0,0,0,2,17,35,47,55,62,68,75,83,90,98,105,110,115
0,0,0,3,21,39,48,56,63,69,75,82,90,98,105,111,116
0,0,0,2,18,34,44,52,59,65,73,79,87,95,102,107,112
0,0,0,0,11,29,42,50,57,63,69,77,84,90,97,102,107
0,0,0,0,12,31,44,52,59,65,71,78,86,93,101,107,111
0,0,0,0,14,31,43,52,59,66,72,79,86,93,100,106,109
0,0,0,0,14,31,44,51,57,64,72,79,88,95,102,108,114
0,0,0,5,21,37,47,53,61,67,73,80,88,96,102,108,112
0,0,0,1,14,33,45,52,59,65,72,79,87,96,104,108,113
0,0,0,2,15,35,45,52,59,65,73,80,88,96,105,112,116
0,0,0,1,12,32,44,52,59,66,72,79,87,96,104,110,114
0,0,0,3,17,36,45,52,61,66,73,80,88,96,103,109,114
0,0,0,7,23,38,48,55,62,68,75,82,88,95,102,108,113
0,0,0,2,18,34,44,52,59,66,73,81,88,96,103,109,114
0,0,0,3,19,36,46,54,61,67,74,82,89,96,105,110,114
0,0,0,2,18,35,45,52,59,66,73,79,87,95,102,108,112
0,0,0,2,17,35,45,52,61,67,75,82,89,98,107,113,118
0,0,0,5,24,37,47,54,61,67,73,80,88,96,102,108,112
0,0,0,0,9,28,41,50,57,63,71,77,84,92,99,104,109
0,0,0,0,11,28,44,51,59,65,72,78,87,93,100,107,110
0,0,0,5,23,37,47,53,60,67,73,79,87,95,103,109,114
0,0,0,4,22,35,44,51,58,64,71,78,87,95,104,109,113
0,0,0,0,12,32,44,52,59,66,73,79,87,95,102,107,112
0,0,0,0,5,22,39,47,55,62,68,76,84,91,97,102,107
0,0,0,0,11,31,42,50,57,63,70,77,84,93,100,106,111
0,0,0,0,15,34,45,53,61,67,73,80,87,94,102,107,110
0,0,0,0,3,20,35,45,53,60,67,74,81,89,97,102,106
0,0,0,2,18,35,45,52,59,66,73,80,88,95,101,107,111
