103,103,103,103
105,105,105,105
104,104,104,104
104,104,104,104
107,107,107,107
107,107,107,106
105,106,106,105
101,101,101,101
105,105,105,105
103,103,103,103
105,105,105,105
105,105,105,105
106,106,106,106
107,107,107,107
107,107,108,108
106,106,106,106
107,107,107,107
108,108,108,108
107,107,107,106
103,104,104,104
109,109,109,108
106,106,106,105
102,102,102,102
103,103,104,104
107,107,107,107
107,107,107,106
106,106,106,105
104,104,104,104
103,104,104,104
103,103,104,104
100,101,101,101
105,105,105,105
