0,0,0,0,0,0,0,0,4,11,18,30,40,48,57,66,74,102,53,47,41,37,32,28,23,20,20,24,33,41,48,56,61,74
0,0,0,0,0,0,0,0,0,3,12,21,31,42,52,62,71,102,51,43,37,31,27,21,16,14,15,19,29,37,43,50,55,70
0,0,0,0,0,0,0,0,5,12,22,34,43,52,60,68,77,102,54,46,40,35,29,22,20,26,28,35,45,50,54,60,63,77
0,0,0,0,0,0,0,0,0,3,9,18,29,40,51,62,69,102,53,46,42,37,32,27,22,19,16,16,21,31,36,47,55,70
0,0,0,0,0,0,0,0,0,6,13,24,35,43,52,62,70,99,53,45,39,34,29,24,19,17,17,21,29,37,42,47,55,70
0,0,0,0,0,0,0,0,0,3,9,18,29,40,49,59,68,99,50,42,36,28,21,16,13,14,16,21,27,35,40,47,54,68
0,0,0,0,0,0,0,0,1,9,16,29,38,47,56,64,73,104,53,45,41,37,32,28,24,22,19,21,28,39,45,51,57,73
0,0,0,0,0,0,0,0,0,5,12,22,31,42,52,62,70,100,53,44,36,32,25,20,17,14,13,15,21,31,38,47,53,70
0,0,0,0,0,0,0,0,0,0,0,6,14,26,39,50,62,99,50,40,35,28,22,16,11,7,0,5,8,17,23,32,41,61
0,0,0,0,0,0,0,0,0,0,7,14,26,36,46,56,66,94,48,41,34,26,21,16,10,8,11,15,22,29,36,44,50,66
0,0,0,0,0,0,0,0,0,0,4,12,20,34,46,56,67,99,47,37,28,20,15,11,6,8,11,11,16,27,31,44,51,67
0,0,0,0,0,0,0,0,0,0,7,16,27,36,47,59,67,100,50,43,35,30,24,20,14,13,11,15,21,31,36,44,51,68
0,0,0,0,0,0,0,0,0,2,9,18,30,40,50,59,68,100,52,43,35,29,25,18,14,11,12,15,24,35,40,47,54,69
0,0,0,0,0,0,0,0,0,6,14,23,35,44,54,62,72,100,53,46,41,35,32,26,21,19,15,19,26,34,40,48,55,72
0,0,0,0,0,0,0,0,0,0,7,14,26,36,47,56,67,97,50,42,35,29,24,19,14,11,9,11,14,24,33,44,50,66
0,0,0,0,0,0,0,0,0,7,16,26,36,46,56,65,73,103,58,47,40,34,29,24,20,18,17,19,27,37,42,51,58,73
0,0,0,0,0,0,0,0,0,0,7,15,27,37,47,59,68,100,56,49,42,36,31,27,21,18,15,15,19,29,35,44,51,68
0,0,0,0,0,0,0,0,0,9,20,29,37,46,54,63,72,98,50,43,37,32,25,20,17,20,22,29,34,41,46,52,58,72
0,0,0,0,0,0,0,0,7,14,24,34,45,52,60,68,77,102,55,49,43,37,31,26,22,24,27,33,39,46,50,56,62,76
0,0,0,0,0,0,0,0,0,0,7,14,24,35,47,58,67,100,48,41,32,23,17,12,8,9,11,14,17,29,35,44,51,68
0,0,0,0,0,0,0,0,0,0,7,15,26,36,47,56,67,97,50,41,34,29,23,18,13,11,11,14,21,27,32,41,51,65
0,0,0,0,0,0,0,0,0,4,12,23,31,42,51,59,69,97,52,42,36,31,25,19,14,12,15,19,28,36,41,47,53,70
0,0,0,0,0,0,0,0,0,5,12,21,32,42,52,62,70,101,52,44,37,33,28,22,18,14,13,17,23,33,40,47,55,70
0,0,0,0,0,0,0,0,0,5,12,23,34,42,52,62,70,98,48,40,32,26,21,16,13,13,15,19,27,34,40,47,55,70
0,0,0,0,0,0,0,0,0,5,11,20,31,40,51,59,68,98,49,40,34,29,23,20,16,14,15,17,23,34,36,44,51,69
0,0,0,0,0,0,0,0,0,5,12,20,31,42,53,62,72,100,52,44,38,31,25,18,16,14,15,19,27,37,42,50,56,71
0,0,0,0,0,0,0,0,0,0,10,20,30,38,47,56,66,96,46,40,34,29,25,20,14,13,15,18,23,32,36,44,50,66
0,0,0,0,0,0,0,0,0,2,9,20,30,40,49,58,67,96,48,41,33,28,22,16,11,9,9,11,18,27,31,42,51,68
0,0,0,0,0,0,0,0,0,0,8,19,30,40,48,59,67,97,51,45,37,33,29,24,17,14,13,18,27,34,40,45,51,68
0,0,0,0,0,0,0,0,0,3,9,20,31,40,49,59,68,101,53,46,41,36,30,26,21,17,13,15,21,29,36,44,53,70
0,0,0,0,0,0,0,0,0,0,7,16,26,38,48,58,68,98,52,43,37,30,27,21,17,13,10,11,18,25,35,43,51,68
0,0,0,0,0,0,0,0,0,0,5,12,23,34,45,55,66,97,47,40,34,28,22,16,11,9,8,11,16,25,31,41,47,66
