53,54,56,59,61,64,67,69,73,75,77,81,83,85,88,89,91,66,64,66,67,68,71,73,74,77,79,80,83,84,85,87,88,91
50,51,54,57,61,63,66,68,71,74,77,80,81,85,88,90,92,64,61,63,66,67,69,71,73,75,77,79,81,82,85,88,89,93
53,53,55,59,61,63,66,69,72,74,77,80,82,85,88,90,94,66,63,64,67,68,70,72,73,76,77,79,81,84,85,87,90,93
51,51,55,57,60,63,65,67,69,72,75,78,81,83,85,88,90,64,62,63,65,67,69,71,72,74,75,77,79,82,83,85,87,90
49,49,53,55,58,61,63,66,68,71,73,76,78,80,83,86,88,62,59,61,63,65,67,68,70,72,74,75,77,78,80,82,84,86
49,50,53,56,59,63,65,69,71,73,76,79,82,84,86,88,91,62,60,61,64,66,69,71,72,74,76,78,81,82,84,85,88,90
52,53,57,60,62,65,68,71,72,75,78,80,83,85,88,90,93,66,63,66,68,69,72,73,74,77,78,79,81,83,85,87,89,93
49,50,53,57,59,63,65,67,70,73,75,78,80,83,85,88,90,63,60,62,64,66,69,71,72,74,76,78,79,81,82,84,86,90
46,46,49,52,55,58,60,63,66,69,71,75,77,78,81,83,86,60,56,58,60,61,64,65,67,70,72,73,75,77,78,80,82,86
46,46,48,51,54,57,60,62,65,69,71,74,77,78,81,84,86,58,56,57,59,61,63,65,66,68,72,73,75,77,79,81,83,86
47,48,51,54,58,60,63,65,68,71,73,77,79,81,85,87,89,60,58,60,61,64,66,68,71,71,74,75,78,79,81,85,86,89
48,50,52,56,58,61,64,67,69,71,74,78,80,81,83,86,88,61,59,61,63,65,67,69,71,73,75,76,79,80,82,82,85,89
50,50,53,56,59,62,64,66,69,72,75,79,81,83,86,88,90,63,60,61,64,66,68,69,71,73,75,77,79,81,83,84,86,90
51,51,55,58,60,63,66,68,70,73,76,80,82,84,86,88,91,63,62,63,65,67,69,71,72,74,77,78,80,83,84,85,86,91
48,48,51,55,58,60,62,65,68,70,73,76,78,81,83,84,87,60,58,60,62,64,66,68,69,72,73,74,77,78,80,81,83,86
52,52,55,60,62,65,67,69,73,75,79,82,85,87,90,92,94,65,62,64,67,70,71,73,74,76,79,80,83,85,87,89,92,94
49,49,52,55,58,61,63,65,69,71,73,76,79,81,83,86,89,62,59,61,63,65,66,68,70,73,73,75,77,79,80,82,84,88
49,49,52,56,58,61,63,66,68,71,74,77,80,81,84,86,88,61,60,61,63,65,66,68,70,72,75,76,78,79,81,84,85,88
54,54,57,60,62,65,68,71,75,77,80,82,84,87,89,91,93,67,65,66,68,69,72,74,76,79,80,82,84,85,87,88,91,93
48,48,51,54,58,61,64,67,69,71,74,77,79,81,83,87,88,61,59,60,62,65,66,69,70,72,74,75,78,79,80,82,85,88
48,48,51,54,56,59,61,64,66,69,72,74,76,78,81,84,85,60,58,59,61,63,65,67,68,70,71,74,75,77,78,80,82,86
48,48,51,54,57,60,62,65,68,70,74,77,78,81,83,86,88,61,58,59,62,63,65,68,69,72,74,75,78,79,81,82,84,88
50,51,54,58,60,63,66,68,70,74,75,78,80,82,84,87,89,63,62,63,65,66,68,71,72,74,76,77,80,81,82,83,86,89
49,50,54,57,60,63,66,68,71,73,76,79,81,84,86,88,90,62,60,62,65,67,69,71,73,75,76,78,80,82,84,85,87,90
49,49,53,56,59,62,65,67,69,71,74,77,79,81,84,86,89,62,60,61,64,65,68,70,71,73,74,76,78,79,80,82,84,88
50,50,54,56,59,62,64,66,69,71,74,77,79,81,84,86,88,63,60,62,64,66,68,69,71,72,74,75,78,80,80,82,84,88
48,48,51,55,57,60,63,66,68,71,73,76,78,80,83,85,88,60,58,59,62,64,66,69,71,72,74,76,77,80,81,83,84,88
46,46,49,52,55,57,61,63,66,68,70,73,75,78,80,82,84,59,56,57,60,62,64,66,68,69,71,73,74,76,77,79,80,84
48,48,51,54,57,59,62,65,67,70,72,75,77,78,81,83,85,61,59,60,62,64,65,67,68,71,73,74,76,78,79,80,82,85
50,51,53,56,58,61,63,66,69,71,73,76,78,80,83,86,88,63,60,62,64,65,67,69,70,72,74,76,77,80,80,82,84,88
48,48,51,54,58,60,62,65,67,69,72,76,76,80,82,84,87,61,58,60,62,64,66,68,69,71,72,74,77,78,80,82,84,87
47,47,50,53,55,58,61,64,67,69,72,75,77,80,81,84,85,60,57,59,61,62,65,66,69,71,72,74,76,78,79,81,82,85
