64,64,67,70,72,74,77,79,82,85,87,90,92,93,95,97,98,76,75,76,78,79,81,83,85,87,88,90,92,93,94,95,96,99
62,62,64,68,71,74,76,79,81,85,87,90,91,94,97,98,101,75,73,74,76,79,80,82,84,86,88,90,91,92,95,96,97,101
64,64,67,70,72,75,77,80,83,85,87,90,92,95,97,98,101,76,75,76,78,79,81,83,85,87,88,90,92,93,96,96,98,100
62,62,65,68,70,72,75,77,80,83,85,87,90,93,94,96,98,75,73,73,75,77,79,81,82,84,86,87,89,91,93,94,95,98
61,60,63,66,69,72,74,77,79,82,84,86,87,90,93,94,96,73,71,71,74,75,78,81,81,83,84,86,86,89,90,92,93,96
61,61,64,67,71,74,77,80,82,84,87,90,92,94,97,98,100,74,71,73,75,78,80,82,84,86,88,90,91,94,95,96,98,100
65,65,68,71,74,77,79,81,84,86,88,90,93,96,97,98,100,77,76,77,79,81,82,84,86,88,89,91,93,94,95,97,98,101
62,61,64,67,70,73,76,78,81,84,85,87,90,92,93,95,97,74,72,73,75,77,80,81,82,84,86,87,88,90,91,92,94,96
59,59,61,64,66,69,72,75,78,80,82,85,87,89,91,93,95,71,69,69,71,73,75,77,79,81,83,85,86,88,89,90,92,95
57,57,59,61,64,67,70,72,75,79,81,84,86,88,88,92,93,69,66,67,69,71,74,75,77,79,82,84,86,87,88,88,91,94
59,59,62,65,68,71,74,76,79,82,84,87,90,93,95,97,98,72,70,71,72,75,77,79,81,83,84,86,89,90,92,94,96,98
60,60,63,66,69,72,75,77,80,82,84,87,89,90,92,94,95,73,71,71,74,76,78,80,82,83,85,86,88,89,90,91,93,96
62,62,64,67,70,73,74,77,80,83,86,88,91,92,94,96,98,74,71,73,75,77,78,80,82,84,86,87,89,91,92,93,96,97
62,62,66,68,71,74,77,78,81,84,87,89,91,93,95,96,98,74,73,74,75,78,80,82,83,84,87,89,91,92,93,94,95,98
59,59,62,65,68,71,73,76,79,81,83,86,88,90,92,94,95,71,70,71,73,75,77,79,80,83,84,85,88,88,90,91,92,95
63,63,66,70,73,76,79,81,85,86,88,93,95,97,98,100,103,75,73,75,78,80,82,84,85,88,90,91,93,95,97,98,100,101
61,61,62,65,68,71,73,76,79,81,84,86,88,91,92,94,96,73,70,71,74,75,78,79,81,83,84,87,88,89,90,92,94,96
60,60,63,66,68,71,74,76,78,82,84,85,87,89,92,93,94,72,70,72,74,75,77,79,80,82,83,85,86,87,89,91,92,94
65,65,68,70,72,75,78,81,85,88,90,92,94,96,97,99,100,77,76,77,78,80,82,85,86,89,90,91,93,95,96,97,98,101
60,60,62,66,69,72,74,76,80,82,84,86,89,91,92,94,96,72,70,71,73,76,77,79,81,83,85,86,88,89,90,91,93,96
59,59,62,64,66,69,72,74,76,79,82,83,86,87,89,91,92,71,69,70,72,74,75,78,78,79,81,83,85,85,87,89,89,93
60,60,62,64,67,71,74,76,78,81,84,86,88,90,93,94,95,72,70,71,73,74,77,79,82,82,84,86,87,89,89,91,92,95
62,62,65,68,71,74,77,79,82,84,86,88,90,92,94,96,97,75,73,75,77,78,80,82,84,85,87,88,89,91,92,93,94,97
61,61,65,68,71,74,76,79,82,84,86,89,90,93,94,96,97,74,72,73,75,78,80,82,84,86,86,89,89,91,92,94,95,96
61,61,63,67,69,73,76,77,80,82,84,86,88,90,92,93,96,73,70,73,75,77,79,81,82,83,85,86,87,89,90,91,92,95
61,61,64,67,70,72,75,77,79,82,84,87,89,90,93,95,96,73,71,73,74,77,79,80,81,83,85,86,88,90,91,92,93,96
59,59,61,66,69,72,75,77,80,83,85,86,89,91,94,95,98,72,70,70,74,76,78,81,81,84,85,87,88,90,92,93,94,97
57,57,59,62,65,67,70,73,75,77,80,81,84,85,87,89,90,69,67,67,70,72,74,75,77,80,80,82,83,84,86,87,88,89
59,59,62,64,67,69,71,74,77,80,82,84,86,88,90,91,93,72,70,70,73,74,76,77,79,81,83,85,85,87,88,89,90,94
62,62,63,66,69,72,74,76,79,81,84,86,88,90,92,95,97,74,72,72,75,76,79,80,81,83,86,86,88,89,91,92,93,96
59,59,61,64,68,70,73,74,77,79,81,85,87,88,90,93,94,71,69,70,73,75,77,78,79,80,83,84,86,87,89,90,92,94
58,58,61,63,66,69,72,75,77,80,82,84,86,88,90,92,93,71,69,69,72,74,76,77,79,80,83,85,86,87,88,90,91,93
